,CPU cores,CPU freq,CPU model,RAM,ROM,SIM cards,battery,brand,charging port,comments,front camera,model,month,price,rear camera,rear camera specs,resolution,screen material,screen size,weight,year
51201197958,,,,6GB,128GB,2个,3750mAh（典型值）,,Type-C,300+,,荣耀Play,6月,1898.00,,,596120,其他,6.3英寸,约176克,2018年
50692078928,,,麒麟980,8GB,256GB,2个,3500mAh(典型值),华为（HUAWEI）,Type-C,0,,nova 5 Pro,6月,3399.00,,,754689,OLED,6.39英寸,约171克(含电池),2019年
50977048689,八核,2.2GHz,骁龙710,8GB,128GB,2个,4000mAh（典型值）,,Type-C,0,2400万像素,nova 5i,6月,2199.00,4个,2400万+800万+200万+200万像素,2310*1080,LTPS,6.4英寸,178,2019年
50974515352,八核,以官网信息为准,麒麟980,其他,其他,2个,3650mAh（典型值）,,Type-C,0,3200万像素,P30,4月,3988.00,3个,4000+1600+800万像素,2340×1080,OLED,6.1英寸,165（以实际为准）,2019年
50870317853,八核,2×2.6GHz+2×1.92GHz+4×1.8G,麒麟980,8GB,256GB,2个,3500mAh（典型值）,华为（HUAWEI）,Type-C,0,3200万像素,nova 5 Pro,6月,3399.00,4个,4800万+1600万+200万+200万像素,2340×1080,OLED,6.39英寸,约171克（含电池）,2019年
50954529758,八核,以官网信息为准,麒麟710,其他,其他,2个,3750mAh（典型值）,华为（HUAWEI）,Micro USB,3,1600万像素,荣耀8X,5月,1068.00,2个,2400万像素,2340×1080,IPS,6.5英寸,约175克（含电池）,2019年
50930184269,八核,以官网信息为准,骁龙430（MSM8937）,3GB,32GB,2个,3000,,Micro USB,0,800万像素,7A,以官网信息为准,698.00,2个,1300万+200万像素,1440*720,其他,5.7英寸,以官网信息为准,2018年
51555637762,,,麒麟710,,,2个,3340mAh（典型值）,华为（HUAWEI）,Type-C,0,,nova 4e,3月,1799.00,后置三摄,,以官网信息为准,LTPS,6.15英寸,约159克（含电池）,2019年
51394070496,八核,2 Cortex A76 2.6GHz+2 Cor,麒麟980,,,2个,3500mAh（典型值）,,Type-C,0,3200万像素,华为nova5Pro,6月,3399.00,4个,4800万+1600万+200万+200万像素,2340*1080,OLED,6.39英寸,约171克（含电池）,2019年
51512572547,,,其他,,,2个,以官网信息为准,,其它接口,0,,其他,7月,9999.00,无后置摄像头,,其他,其他,其他英寸,以官网信息为准,2019年
50950492785,八核,以官网信息为准,麒麟980,其他,其他,2个,4000mAh（典型值）,,Type-C,0,2400万像素,mate20,10月,3499.00,其他,1600万像素+1200万像素+800万像素,2244*1080,TFT,6.53英寸,约188克（含电池）,2018年
51055009334,八核,以官网信息为准,其他,4GB,32GB,2个,3500,,Type-C,0,800万像素,V8,以官网信息为准,1099.00,2个,双1200万像素,2560×1440,其他,5.7英寸,约170,2016年
50833946453,八核 + 微智核i6,2.3GHz,其他,4GB,128GB,2个,4000,,Type-C,0,800万像素,mate8,11月,1658.00,1个,1600万像素,1920*1080,TFT,6.0英寸,185,2015年
51697870333,,,其他,,,2个,4000mAh(典型值）,华为（HUAWEI）,Type-C,0,,P20 Pro,4月,3458.00,后置三摄,,2240*1080,OLED,6.1英寸,约180g（含电池）,2018年
51427476657,,,其他,,,其他,以官网信息为准,,,0,,以官网信息为准,以官网信息为准,9998.00,后置双摄,,其他,其他,,以官网信息为准,2019年
51513469189,,,其他,,,2个,以官网信息为准,,其它接口,0,,以官网信息为准,7月,9999.00,无后置摄像头,,其他,其他,其他英寸,以官网信息为准,2019年
51598037377,,,麒麟980,,,2个,3650,,Type-C,0,,HUAWEI P30,4月,4788.00,后置三摄,,2340*1080,OLED,6.1英寸,165,2019年
51087082585,八核,1.8-2.6,麒麟980,8GB,128GB,2个,4000,华为（HUAWEI）,Type-C,0,3200万像素,荣耀20pro,6月,3599.00,4个,4800万+1600万+800万+200万像素,2340*1080,TFT LCD（IPS）,6.26英寸,182,2019年
51087305824,,,其他,,,2个,3020（典型值）,,Micro USB,0,,以官网信息为准,6月,999.00,后置单摄,,748370,其他,6.088英寸,以官网信息为准,2019年
51502757913,,,其他,,,2个,以官网信息为准,,其它接口,0,,荣耀9xpro,以官网信息为准,9998.00,无后置摄像头,,其他,其他,其他英寸,以官网信息为准,2019年
51063185559,,,麒麟980,8GB,256GB,2个,5000mAh（典型值）,华为（HUAWEI）,Type-C,0,,Mate 20 X,10月,5499.00,,,2244*1080,OLED,7.2英寸,约232克（含电池）,2018年
50956971155,,,骁龙636,,,2个,5000mAh(典型值) 4900mAh(小值),,Micro USB,0,,荣耀8X Max,9月,1699.00,后置双摄,,596120,IPS,其他英寸,约210克(含电池)备注：实际重量依配置、制造工艺,2018年
51043668290,八核,以官网信息为准,MT6765,3GB,64GB,2个,3020mAh（典型值）,华为（HUAWEI）,其他,4,800万像素,华为畅享9e,6月,826.00,1个,1300万像素,1560*720,TFT LCD（IPS）,6.088英寸,约150克（含电池）,2019年
50979450194,八核, 2.6GHz,麒麟980,8GB,128GB,2个,3500mAh（典型值）,华为（HUAWEI）,Type-C,0,3200万像素,nova 5 Pro,6月,2999.00,4个,4800万+1600万+200万+200万像素,2340*1080,OLED,6.39英寸,约171克（含电池）,2019年
51060104288,八核,以官网信息为准,Kirin 970,6GB,64GB,2个,3750,,Type-C,0,1300万像素,荣耀V10,11月,1899.00,2个,2000万+1600万像素,2160*1080,其他,5.99英寸,约172,2017年
51594115628,,,其他,,,其他,-,,其它接口,0,,-,7月,9999.00,无后置摄像头,,其他,其他,5.65英寸,-,2019年
51335266070,其他,其他,麒麟980,其他,其他,2个,5000mAh（典型值）,华为（HUAWEI）,Type-C,0,2400万像素,Mate 20 X,10月,4859.00,3个,4000万+2000万+800万像素,2280x1080,OLED,7.2英寸,约232克（含电池）,2018年
50888754963,八核,以官网信息为准,其他,6GB,128GB,2个,3400（典型值）,,Micro USB,0,800万像素,麦芒 8,6月,1899.00,3个,2400万+1600万+200万像素,2340*1080,其他,6.21英寸,约160g,2019年
51683452946,,,其他,,,2个,3400,华为（HUAWEI）,Type-C,0,,荣耀10,7月,1888.00,后置双摄,,2280x1080,其他,5.84英寸,153,2018年
51686920771,,,麒麟980,,,2个,4000,华为（HUAWEI）,Type-C,0,,Mate 20,10月,3488.00,后置三摄,,683887,其他,6.53英寸,188,2018年
51386774611,其他,以官网信息为准,其他,,,其他,以官网信息为准,,其他,0,其他,以官网信息为准,以官网信息为准,9999.00,,其他,其他,其他,其他,以官网信息为准,2019年
50840591969,八核,以官网信息为准,麒麟980,其他,其他,其他,3500mAh,,Type-C,0,3200万像素,nova 5 Pro,以官网信息为准,3399.00,4个,4800万+1600万+200万+200万像素,2340×1080,OLED,6.39英寸,约171克（含电池）,2019年
51558306533,,,麒麟980,,,2个,3750,,Type-C,0,,荣耀20,6月,2999.00,后置四摄,,2340*1080,其他,6.26英寸,174,2019年
50976639109,,,麒麟980,,,2个,4200mAh（典型值）,,Type-C,0,,HUAWEI P30 Pro,4月,5988.00,后置四摄,,754689,OLED,6.47英寸,192（以实际为准）,2019年
51450491272,,,其他,,,2个,4000,华为（HUAWEI）,Type-C,0,,nova 5i,6月,2199.00,后置四摄,,2310*1080,LTPS,6.4英寸,178,2019年
51556676177,,,其他,,,其他,3750mAh,其他,Type-C,0,,荣耀V10,以官网信息为准,1899.00,后置双摄,,659074,其他,5.99英寸,约172克（含电池）,2017年
50990413533,八核,-,麒麟710F,其他,其他,2个,4000mAh,,Micro USB,0,1600万+200万像素,其他,10月,5680.00,2个,1300万+200万像素,2340*1080,TFT,6.5英寸,约173g,2018年
51342873964,,,麒麟980,,,2个,5000mAh（典型值）,华为（HUAWEI）,Type-C,20+,,Mate 20 X,10月,4099.00,后置三摄,,,OLED,7.2英寸,约232克（含电池）,2018年
51188528440,,,Helio P35,3GB,64GB,2个,3020mAh（典型值）,,Micro USB,100+,,荣耀畅玩8A,1月,795.00,,,596120,IPS,6.088英寸,约150克,2019年
51152522746,八核,以官网信息为准,麒麟980,8GB,128GB,2个,3500mAh（典型值）,,Type-C,0,3200万像素,nova 5 Pro,6月,2999.00,,4800万+1600万+800万+200万像素,2340×1080,OLED,6.39 英寸,约171克,2019年
51691663878,,,其他,,,2个,3750mAh（典型值）,华为（HUAWEI）,Type-C,0,,华为nova3,以官网信息为准,2236.00,后置双摄,,2340*1080,其他,6.3英寸,约166克（含电池）,2018年
51086955843,,,麒麟710F,,,2个,3400mAh（典型值） 3320mAh（最小值）,,Micro USB,80+,,荣耀20i,4月,1399.00,后置三摄,,697416,IPS,6.21英寸,约164克,2019年
50998524952,,,,6GB,128GB,2个,4000mAh（典型值）,华为（HUAWEI）,Type-C,2,,nova 5i,6月,1999.00,,,737156,其他,6.4英寸,178,2019年
50796394902,,,其他,,,2个,3400mAh（典型值） 3320mAh（最小值）,,Micro USB,6,,荣耀20i,5月,1868.00,后置三摄,,754689,IPS,6.21英寸,0.35,2019年
50790274466,八核,以官网信息为准,麒麟710,8GB,128GB,2个,4000mAh（典型值）,华为（HUAWEI）,Type-C,3,2400万像素,nova 5i,6月,2199.00,4个,2400万+800万+200万+200万像素,2310*1080,LTPS,6.4英寸,178,2019年
50680376238,,,其他,6GB,128GB,2个,4000mAh,华为（HUAWEI）,Type-C,10+,,nova 5i,6月,1999.00,,,737156,其他,6.4英寸,178,2019年
50743377079,八核,以官网信息为准,麒麟980,8GB,128GB,2个,3500mAh（典型值）,,Type-C,1,3200万像素,nova 5 Pro,6月,2999.00,4个,4800万+1600万+200万+200万像素,2340×1080,OLED,6.39英寸,约171克（含电池）,2019年
50801920913,,,麒麟710,,,2个,3400,,Micro USB,1,,荣耀10青春版,11月,1699.00,后置双摄,,697416,IPS,6.21英寸,162,2018年
50618954444,,,麒麟980,8GB,256GB,2个,3500mAh（典型值）,华为（HUAWEI）,Type-C,0,,nova 5 Pro,6月,3399.00,,,697416,OLED,6.39 英寸,约171克（含电池）,2019年
50602839683,八核,以官网信息为准,骁龙660（MSM8976Plus）,4GB,128GB,2个,5000mAh（典型值）,华为（HUAWEI）,Micro USB,0,800万像素,畅享 MAX,10月,1198.00,2个,1600+200万像素,2244*1080,TFT,其他,约210,2018年
50708369339,八核 + 微智核i6,其他,麒麟980,8GB,128GB,2个,3750mAh(典型值),,Type-C,0,3200万像素,荣耀20,5月,2699.01,4个,无,2340×1080,TFT LCD（IPS）,6.26英寸,约174克(含电池),2019年
50800564387,四核,ex A53 1.5GHz,其他,2GB,32GB,2个,3020mAh(典型值）,华为（HUAWEI）,Micro USB,0,500万像素,华为畅享 8e 青春版,6月,568.00,1个,1300万像素,1440*720,TFT,5.45英寸,约142g(含电池),2018年
38261518692,,,麒麟710F,,,2个,4000mAh(典型值）,,其它接口,2400+,,畅享9 Plus,10月,1799.00,后置双摄,,697416,TFT,6.5英寸,约173g(含电池),2018年
26256720019,,,,4GB,32GB,2个,4000mAh（典型值）,华为（HUAWEI）,Micro USB,200+,,荣耀畅玩8c,10月,829.00,,,699383,IPS,6.26英寸,约167.2g ,2018年
100002399528,其他,其他,其他,其他,其他,2个,2000,飞利浦（Philips）,Micro USB,4400+,无,E125,12月,149.00,1个,8万像素,240*320以下,TFT,其他,92,2018年
10629202176,单核,-,其他,其他,其他,其他,800,诺基亚（NOKIA）,Micro USB,5.1万+,无,诺基亚105,8月,149.00,无,无,其他,其他,1.8英寸,73,2017年
28553948996,八核,以官网信息为准,Kirin 970,6GB,128GB,2个,4000mAh(典型值）,华为（HUAWEI）,Type-C,1200+,2400万像素,华为P20 pro,3月,3528.00,3个,4000万+2000万+800万像素,其他,OLED,6.1英寸,约180g(含电池),2018年
29506837380,其他,-,其他,其他,其他,2个,其他,,Micro USB,1700+,500万像素,     畅玩7,5月,459.00,1个,1300万像素,其他,其他,其他,142,2018年
35699399338,,,麒麟980,,,2个,3500mAh（典型值）,华为（HUAWEI）,Type-C,1000+,,荣耀magic2,10月,2538.00,后置三摄,,2340*1080,AMOLED,6.39 英寸,约206克,2018年
44196586823,,,其他,,,2个,3020mAh（典型值）,,Micro USB,500+,,华为畅享 9e,3月,999.00,后置单摄,,1560x720,TFT LCD（IPS）,6.088英寸,约150克（含电池）,2019年
39278458818,,,骁龙450,,,2个,4000mAh,,Micro USB,2000+,,华为畅享9,12月,1099.00,后置双摄,,1520x720,其他,6.26英寸,约168克,2018年
46926697240,八核,4 × Cortex A73 2.2 GHz + ,麒麟710F,6GB,256GB,2个,3400mAh（典型值） 3320mAh（最小值）,华为（HUAWEI）,Micro USB,200+,3200万像素,荣耀20i,4月,2599.00,3个,2400万+800万+200万像素,2340×1080,IPS,6.21英寸,约164克（含电池） ,2019年
32835603935,,,骁龙845（SDM845）,,,2个,3200（typ）/ 3100(min),小米（MI）,Type-C,3600+,,小米MIX3,11月,2699.00,后置双摄,,2340*1080,AMOLED,6.39 英寸,218,2018年
41241133290,八核,1.7-2.2,麒麟710,4GB,64GB,2个,3400,华为（HUAWEI）,Micro USB,5300+,2400万像素,荣耀10青春,11月,1099.00,2个,1300万+200万像素,其他,IPS,6.21英寸,162,2018年
28331386964,其他,以官网信息为准,Kirin 970,6GB,64GB,2个,以官网信息为准,华为（HUAWEI）,Type-C,3700+,2400万像素,Emily-AL00B,3月,2658.00,2个,1200万像素,其他,TFT,5.8英寸,165,2018年
34666722113,八核,--,麒麟710,6GB,128GB,2个,3340mAh（典型值）,华为（HUAWEI）,Micro USB,600+,2400万+200万像素,INE-AL00,8月,1528.00,2个,1600万+1200万像素,2340*1080,TFT,6.3英寸,约169克（含电池）,2018年
49496422034,,,骁龙855,,,2个,3300(typ) / 3200 (min),小米（MI）,Type-C,100+,,小米9,2月,2988.00,后置三摄,,以官网信息为准,AMOLED,6.39 英寸,7.61mm,2019年
44028333101,四核,其他,--,其他,其他,2个,3020,华为（HUAWEI）,Micro USB,4900+,500万像素,荣耀畅玩7,5月,455.00,1个,1300万像素,其他,其他,其他,约142g,2018年
7340016,八核,1.8,骁龙636,6GB,64GB,2个,3500,锤子（smartisan）,Type-C,11万+,1600万像素,坚果pro2特别版,5月,1099.00,2个,1200+500万像素,2160*1080,TFT,5.99英寸,156g,2018年
41705028951,,,骁龙712,,,2个,3070mAh（typ）/2970mAh,小米（MI）,Type-C,1200+,,小米9SE,2月,1768.00,后置三摄,,697416,AMOLED,5.97英寸,约155,2019年
51510590750,,,骁龙710,,,其他, 4030mAh,小米（MI）,Type-C,0,,小米CC,7月,1799.00,后置三摄,,以官网信息为准,AMOLED,6.39 英寸,179,2019年
39213484956,,,其他,,,2个,4000mAh（典型值）,,Mini USB,1700+,,华为畅享9,12月,828.00,后置双摄,,1520x720,其他,6.26英寸,约168克（含电池）,2018年
26622663085,,,骁龙845（SDM845）,,,2个,3640（典型值）,魅族（MEIZU）,Type-C,4500+,,以官网为准,8月,2488.00,后置双摄,,659074,其他,6.5英寸,182,2018年
6211529,单核,0.26,其他,其他,其他,1个,1000,天语（K-Touch）,Micro USB,9700+,无,T91C,以官网信息为准,238.00,1个,8万像素,240*320,TFT,2.4英寸,84,2018年
100003534967,八核,-,710,4GB,64GB,2个,3210,魅族（MEIZU）,Type-C,8100+,2000万像素,魅族X8,9月,1298.00,2个,1200+500万像素,2220 x 1080,LCD,6.2英寸,160,2018年
39012638668,,,麒麟710F,,,2个,4000mAh(典型值）,,Micro USB,5000+,,华为畅享9 Plus,10月,1799.10,后置双摄,,697416,TFT,6.5英寸,约173g(含电池),2018年
34669670292,,,麒麟980,,,2个,4200mAh（典型值）,华为（HUAWEI）,Type-C,5100+,,Mate20 Pro,10月,5099.00,后置三摄,,3120 x 1440,OLED,6.39 英寸,约189克,2018年
11269294952,其他,以官网信息为准,其他,其他,128GB,1个,以官网信息为准,,Lightning（iPhone）,6600+,500万像素,以官网信息为准,9月,2848.00,1个,1200万像素,其他,其他,5.5英寸,以官网信息为准,2015年
16592064595,其他,其他,其他,其他,64GB,1个,以官网信息为准,,其他,3800+,700万像素,iPhone 8 plus ,9月,4588.00,2个,双1200万像素,其他,其他,5.5英寸,202,2017年
42342417102,,,其他,,,2个,3400mAh（典型值）,华为（HUAWEI）,Micro USB,200+,,荣耀10青春版,11月,1488.00,后置双摄,,596120,其他,6.21英寸,约162克,2018年
45104789991,,,其他,8GB,128GB,2个,3650,华为（HUAWEI）,,600+,,p30,以官网信息为准,4288.00,,,697416,其他,6.1英寸,其他,2019年
34692423434,,,麒麟980,,,2个,4200mAh（典型值）,华为（HUAWEI）,Type-C,3700+,,Mate 20 Pro,10月,5099.00,后置三摄,,596120,OLED,6.39 英寸,约189克（含电池）,2018年
46392753205,,,骁龙855,,,2个,4000,vivo,Type-C,200+,,iQOO,3月,3998.00,后置三摄,,2340*1080,其他,6.41英寸,196,2019年
29828535400,,,其他,,,2个,3340,,Micro USB,800+,,畅玩6X,10月,908.00,后置双摄,,683870,IPS,5.5英寸,162,2016年
46385759142,,,骁龙855,,,2个,3600mAh （典型值）,魅族（MEIZU）,Type-C,900+,,魅族16S,4月,2999.00,后置双摄,,790127,其他,6.2英寸,165,2019年
51625466851,,,骁龙665,,,2个,4030mAh,,Type-C,0,,小米CC9SE,7月,1299.00,后置三摄,,748370,AMOLED,6.088英寸,173.8,2019年
100000174499,八核,1.5,mt6750,4GB,64GB,2个,2500,酷派（Coolpad）,其他,1.2万+,500万像素,酷玩7C,8月,599.00,1个,800万像素,1440*720,TFT,5.5英寸,171,2018年
51513832384,,,骁龙710,,,2个,4030mAh,小米（MI）,Type-C,0,,小米CC,7月,1999.00,后置三摄,,697416,AMOLED,6.39 英寸,179,2019年
42405650358,,,骁龙855,,,2个,4100mAh（典型值）,三星（SAMSUNG）,Type-C,600+,,SM-G9750,以官网信息为准,6999.60,后置三摄,,3040*1440,其他,6.4英寸,175,2019年
100000375793,其他,其他,其他,其他,64GB,1个,以官网信息为准,Apple,Lightning（iPhone）,3.9万+,700万像素,iPhone XS,9月,10498.00,2个,双1200万像素,2436×1125,OLED,5.8英寸,177,2018年
100000469444,其他,其他,其他,其他,64GB,1个,以官网信息为准,Apple,Lightning（iPhone）,3.9万+,700万像素,iPhone XS,9月,9098.00,2个,双1200万像素,2436×1125,OLED,5.8英寸,177,2018年
45264307545,其他,以官网信息为准,其他,其他,其他,其他,4000mAh(典型值）,,其他,400+,其他,畅享9 Plus,10月,1799.00,其他,1300+200万像素,其他,其他,其他,约173g(含电池),2018年
42428419538,,,骁龙845（SDM845）,,,2个,以官网信息为准,小米（MI）,Type-C,1200+,,小米8,9月,2498.00,后置双摄,,其他,AMOLED,6.21英寸,175以官网信息为准,2018年
18167462084,八核,以官网信息为准,其他,6GB,128GB,2个,4000（典型值),华为（HUAWEI）,Type-C,3700+,800万像素,Mate 10,10月,2999.00,2个,1200万像素,其他,TFT,5.9英寸,约186g（含电池）,2017年
28253680700,,,其他,6GB,64GB,2个,3400,华为（HUAWEI）,Type-C,2800+,,P20,3月,2788.00,,,其他,其他,5.8英寸,165,2018年
30734869407,,,其他,,,2个,3750,华为（HUAWEI）,Type-C,800+,,P10plus,3月,1868.00,后置双摄,,683865,TFT,5.5英寸,165,2017年
33275981407,,,其他,,,2个,其他,,Type-C,2400+,,小米8青春版,以官网信息为准,1088.00,后置双摄,,683880,其他,6.26英寸,其他,2018年
100000309456,其他,其他,其他,其他,64GB,1个,以官网信息为准,Apple,Lightning（iPhone）,3万+,700万像素,iPhone XS,9月,10498.00,2个,双1200万像素,2436×1125,OLED,5.8英寸,177,2018年
100000481323,其他,其他,其他,其他,64GB,1个,以官网信息为准,Apple,Lightning（iPhone）,3万+,700万像素,iPhone XS,9月,9098.00,2个,双1200万像素,2436×1125,OLED,5.8英寸,177,2018年
100000458763,其他,其他,其他,其他,64GB,1个,以官网信息为准,Apple,Lightning（iPhone）,3万+,700万像素,iPhone XS,9月,7568.00,2个,双1200万像素,2436×1125,OLED,5.8英寸,177,2018年
40980931265,,,其他,,,2个,3340mAh,,Micro USB,300+,,荣耀畅玩7X,10月,948.00,后置双摄,,659074,IPS,5.9英寸,约165g(含电池),2017年
100000469432,其他,其他,其他,其他,256GB,1个,以官网信息为准,Apple,Lightning（iPhone）,2.9万+,700万像素,iPhone XS,9月,10498.00,2个,双1200万像素,2436×1125,OLED,5.8英寸,177,2018年
45445731374,八核,-,Kirin 970,其他,其他,2个,3400,华为（HUAWEI）,Type-C,3500+,2400万像素,EML-AL00,4月,3119.00,2个,2000万+1200万像素,其他,TFT,5.8英寸,约165（含电池）,2018年
5397437,单核,0.26,其他,其他,其他,2个,1000,天语（K-Touch）,Micro USB,1.5万+,无,T91,以官网信息为准,169.00,1个,8万像素,240*320,TFT,2.4英寸,109,2018年
50924264594,,,麒麟980,,,2个,4200mAh（典型值）,,Type-C,1000+,,HUAWEI P30 Pro,4月,5988.00,后置四摄,,697416,OLED,6.47英寸,192,2019年
51649559850,,,骁龙665,,,2个,4030（参考值）,,Type-C,0,,以官网信息为准,7月,1499.00,后置三摄,,748370,其他,6.088英寸,以官网信息为准,2019年
44042883803,,,麒麟710,,,2个,3400（典型值）,华为（HUAWEI）,Micro USB,700+,,华为畅享 9S,3月,1699.00,后置三摄,,697416,TFT LCD（IPS）,6.21英寸,约160g,2019年
34556234175,,,其他,,,2个,2×1850mAh（典型值）,OPPO,Type-C,2.1万+,,R17 Pro,11月,2699.00,后置双摄,,697416,AMOLED,6.4英寸,183g,2018年
100003896668,其他,其他,其他,其他,256GB,2个,以官网信息为准,Apple,Lightning（iPhone）,2.4万+,700万像素,iPhone XS Max,9月,9365.00,2个,双1200万像素,2688*1242,OLED,6.5英寸,208,2018年
100000435842,其他,其他,其他,其他,256GB,1个,以官网信息为准,Apple,Lightning（iPhone）,2.3万+,700万像素,iPhone XS,9月,8768.00,2个,双1200万像素,2436×1125,OLED,5.8英寸,177,2018年
100000481329,其他,其他,其他,其他,256GB,1个,以官网信息为准,Apple,Lightning（iPhone）,2.3万+,700万像素,iPhone XS,9月,10498.00,2个,双1200万像素,2436×1125,OLED,5.8英寸,177,2018年
